Zip Code,Adjusted Gross Income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Total prepared returns,Number of volunteer income tax assistance (VITA) prepared returns,Number of tax counseling for the elderly (TCE) prepared returns,"Number of volunteer prepared 
returns with
Earned Income Credit",Number of refund anticipation loan returns,Number of refund anticipation check returns,Number of elderly returns [3],Adjusted gross income (AGI) [4],Number of returns.1,Total Income Amount
99137,"$1 under $25,000",60,40,30,0,30,130,50,0,0,0,0,0,0,30,803,60,803
99137,"$25,000 under $50,000",30,0,30,0,0,60,0,0,0,0,0,0,0,40,1156,30,1156
99137,"$50,000 under $75,000",20,0,0,0,30,60,40,0,0,0,0,0,0,0,1484,20,1556
99137,"$75,000 under $100,000",20,0,20,0,0,60,0,0,0,0,0,0,0,0,2569,20,2569
99137,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99137,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99138,"$1 under $25,000",200,130,20,50,70,310,120,0,0,0,0,0,40,40,2290,200,2290
99138,"$25,000 under $50,000",130,60,30,40,70,290,120,0,0,0,0,0,40,40,4848,130,4887
99138,"$50,000 under $75,000",70,30,30,20,30,170,70,0,0,0,0,0,0,20,4139,70,4169
99138,"$75,000 under $100,000",40,0,30,0,20,90,30,0,0,0,0,0,0,30,3076,40,3132
99138,"$100,000 under $200,000",30,0,30,0,20,90,30,0,0,0,0,0,0,0,5190,30,5190
99138,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99139,"$1 under $25,000",160,100,50,20,60,240,50,0,0,0,0,0,30,60,1807,160,1828
99139,"$25,000 under $50,000",100,40,50,20,40,180,40,0,0,0,0,0,0,50,3610,100,3659
99139,"$50,000 under $75,000",60,30,40,0,20,140,50,0,0,0,0,0,20,30,3571,60,3571
99139,"$75,000 under $100,000",80,0,60,0,40,210,70,0,0,0,0,0,0,40,6768,80,6904
99139,"$100,000 under $200,000",70,0,70,0,40,200,60,0,0,0,0,0,0,0,10172,70,10172
99139,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99140,"$1 under $25,000",80,50,0,30,30,140,60,0,0,0,0,0,40,30,929,80,929
99140,"$25,000 under $50,000",40,30,0,0,30,90,50,0,0,0,0,0,0,0,1301,40,1301
99140,"$50,000 under $75,000",30,0,40,0,0,80,20,0,0,0,0,0,0,0,2472,30,2472
99140,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99140,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99140,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99141,"$1 under $25,000",830,510,190,120,320,1250,320,0,0,0,0,0,110,260,10549,830,10741
99141,"$25,000 under $50,000",610,270,270,70,280,1240,350,0,0,0,0,0,90,220,22051,610,22287
99141,"$50,000 under $75,000",360,90,260,30,190,860,230,0,0,0,0,0,40,140,22282,360,22568
99141,"$75,000 under $100,000",200,0,180,0,110,520,140,0,0,0,0,0,30,90,17521,200,17753
99141,"$100,000 under $200,000",210,20,190,0,120,580,190,0,0,0,0,0,0,90,27127,210,27657
99141,"$200,000 or more",30,0,30,0,30,80,20,0,0,0,0,0,0,0,11772,30,11772
99143,"$1 under $25,000",100,70,30,0,70,120,0,0,0,0,0,0,0,40,1234,100,1258
99143,"$25,000 under $50,000",70,50,30,0,50,130,40,0,0,0,0,0,0,40,2556,70,2639
99143,"$50,000 under $75,000",40,0,30,0,30,100,30,0,0,0,0,0,0,0,2474,40,2474
99143,"$75,000 under $100,000",30,0,30,0,30,90,40,0,0,0,0,0,0,30,2848,30,3004
99143,"$100,000 under $200,000",40,0,30,0,30,80,0,0,0,0,0,0,0,0,4831,40,4831
99143,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99148,"$1 under $25,000",360,220,100,40,130,560,130,20,0,20,0,0,50,140,4387,360,4464
99148,"$25,000 under $50,000",210,80,100,30,100,410,100,0,0,0,0,0,50,90,7429,210,7530
99148,"$50,000 under $75,000",140,40,90,0,70,320,90,0,0,0,0,0,0,70,8565,140,8658
99148,"$75,000 under $100,000",100,40,80,0,60,230,50,0,0,0,0,0,0,60,8862,100,8952
99148,"$100,000 under $200,000",110,0,100,0,60,270,70,0,0,0,0,0,0,70,14606,110,14879
99148,"$200,000 or more",30,0,20,0,20,60,0,0,0,0,0,0,0,0,9081,30,9081
99150,"$1 under $25,000",50,30,30,0,30,80,0,0,0,0,0,0,20,0,502,50,502
99150,"$25,000 under $50,000",40,20,0,0,0,80,40,0,0,0,0,0,0,50,1407,40,1467
99150,"$50,000 under $75,000",30,0,40,0,30,80,20,0,0,0,0,0,0,0,2362,30,2362
99150,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99150,"$100,000 under $200,000",20,0,0,0,0,60,20,0,0,0,0,0,0,0,3284,20,3284
99150,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99153,"$1 under $25,000",80,70,0,0,40,90,20,0,0,0,0,0,0,50,838,80,838
99153,"$25,000 under $50,000",30,0,40,0,30,50,0,0,0,0,0,0,0,0,913,30,972
99153,"$50,000 under $75,000",30,20,0,0,0,70,20,0,0,0,0,0,0,30,2003,30,2003
99153,"$75,000 under $100,000",30,0,30,0,30,90,30,0,0,0,0,0,0,0,2786,30,2820
99153,"$100,000 under $200,000",30,0,30,0,0,80,20,0,0,0,0,0,0,0,3653,30,3653
99153,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99155,"$1 under $25,000",210,130,0,60,80,350,160,20,0,20,0,0,70,30,2375,210,2375
99155,"$25,000 under $50,000",160,60,40,90,70,350,180,0,0,0,0,0,60,30,5497,160,5497
99155,"$50,000 under $75,000",70,30,20,0,40,170,80,0,0,0,0,0,40,40,3916,70,3949
99155,"$75,000 under $100,000",20,0,30,0,30,80,40,0,0,0,0,0,0,0,1982,20,1982
99155,"$100,000 under $200,000",20,0,0,0,0,70,30,0,0,0,0,0,0,0,2348,20,2348
99155,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99156,"$1 under $25,000",1260,770,320,170,510,1960,530,60,0,60,0,0,160,400,15671,1260,15977
99156,"$25,000 under $50,000",810,310,370,120,370,1670,500,40,0,40,0,0,100,300,28945,810,29341
99156,"$50,000 under $75,000",500,150,310,50,270,1150,340,0,0,0,0,0,40,220,30617,500,30894
99156,"$75,000 under $100,000",310,50,250,0,150,740,190,0,0,0,0,0,30,140,26522,310,26776
99156,"$100,000 under $200,000",340,50,300,0,220,890,250,0,0,0,0,0,0,140,45045,340,45723
99156,"$200,000 or more",70,0,50,0,60,160,40,0,0,0,0,0,0,40,26703,70,27015
99157,"$1 under $25,000",130,70,40,30,40,240,80,0,0,0,0,0,0,50,1663,130,1716
99157,"$25,000 under $50,000",60,40,30,0,30,130,60,0,0,0,0,0,40,40,2291,60,2291
99157,"$50,000 under $75,000",30,0,20,0,30,70,0,0,0,0,0,0,0,0,1909,30,1909
99157,"$75,000 under $100,000",30,0,20,0,0,70,20,0,0,0,0,0,0,30,2262,30,2325
99157,"$100,000 under $200,000",30,0,30,0,20,90,30,0,0,0,0,0,0,0,4980,30,4980
99157,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99158,"$1 under $25,000",80,60,20,0,30,100,0,0,0,0,0,0,0,30,933,80,933
99158,"$25,000 under $50,000",60,30,30,0,30,120,40,0,0,0,0,0,0,30,2177,60,2239
99158,"$50,000 under $75,000",40,20,20,0,40,90,30,0,0,0,0,0,0,0,2367,40,2367
99158,"$75,000 under $100,000",30,0,30,0,0,90,20,0,0,0,0,0,0,20,2988,30,3046
99158,"$100,000 under $200,000",30,0,30,0,20,100,40,0,0,0,0,0,0,0,4421,30,4421
99158,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99159,"$1 under $25,000",180,120,40,40,80,260,60,0,0,0,0,0,0,70,2095,180,2151
99159,"$25,000 under $50,000",130,70,50,0,70,270,90,0,0,0,0,0,40,40,4771,130,4819
99159,"$50,000 under $75,000",100,40,60,0,70,210,50,0,0,0,0,0,0,60,5993,100,6063
99159,"$75,000 under $100,000",50,0,40,0,30,120,30,0,0,0,0,0,0,0,3893,50,3893
99159,"$100,000 under $200,000",90,0,80,0,70,240,70,0,0,0,0,0,0,40,14487,90,14635
99159,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99161,"$1 under $25,000",190,150,30,0,80,200,30,0,0,0,0,0,0,60,2281,190,2314
99161,"$25,000 under $50,000",150,70,60,30,60,300,80,0,0,0,0,0,50,60,5778,150,5912
99161,"$50,000 under $75,000",130,50,90,0,70,300,80,0,0,0,0,0,0,50,8190,130,8369
99161,"$75,000 under $100,000",80,0,80,0,30,220,60,0,0,0,0,0,0,30,7266,80,7435
99161,"$100,000 under $200,000",120,0,110,0,70,320,90,0,0,0,0,0,0,40,16541,120,16684
99161,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99163,"$1 under $25,000",5000,4400,310,240,950,4690,730,30,0,30,0,0,540,280,56721,5000,58348
99163,"$25,000 under $50,000",2130,1370,520,200,590,3480,850,30,0,30,0,0,260,290,76810,2130,78342
99163,"$50,000 under $75,000",1150,480,580,100,400,2450,730,0,0,0,0,0,80,270,70900,1150,72090
99163,"$75,000 under $100,000",850,200,620,0,350,2150,670,0,0,0,0,0,40,250,73634,850,74761
99163,"$100,000 under $200,000",1390,170,1180,30,680,3830,1260,0,0,0,0,0,30,490,187346,1390,189637
99163,"$200,000 or more",380,30,340,0,250,1090,370,0,0,0,0,0,0,150,130043,380,133206
99166,"$1 under $25,000",430,270,110,50,180,640,130,0,0,0,0,0,60,150,5503,430,5604
99166,"$25,000 under $50,000",270,100,130,50,120,550,140,0,0,0,0,0,50,130,9836,270,10007
99166,"$50,000 under $75,000",200,60,120,0,100,420,100,0,0,0,0,0,0,80,11929,200,12046
99166,"$75,000 under $100,000",120,40,90,0,70,270,60,0,0,0,0,0,20,60,10496,120,10588
99166,"$100,000 under $200,000",120,0,110,0,70,310,100,0,0,0,0,0,0,60,15757,120,16047
99166,"$200,000 or more",20,0,20,0,20,60,0,0,0,0,0,0,0,0,7382,20,7382
99167,"$1 under $25,000",120,60,50,0,50,190,40,0,0,0,0,0,0,50,1423,120,1502
99167,"$25,000 under $50,000",70,40,40,0,40,140,40,0,0,0,0,0,0,40,2488,70,2488
99167,"$50,000 under $75,000",30,0,40,0,20,70,30,0,0,0,0,0,0,0,2023,30,2127
99167,"$75,000 under $100,000",20,0,0,0,30,60,0,0,0,0,0,0,0,30,1997,20,1997
99167,"$100,000 under $200,000",30,0,20,0,0,80,30,0,0,0,0,0,0,0,3618,30,3618
99167,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99169,"$1 under $25,000",400,290,60,40,130,510,120,0,0,0,0,0,50,100,4620,400,4759
99169,"$25,000 under $50,000",260,120,100,30,120,510,150,0,0,0,0,0,40,100,9701,260,9833
99169,"$50,000 under $75,000",180,50,110,20,100,420,130,0,0,0,0,0,30,70,11113,180,11254
99169,"$75,000 under $100,000",200,80,90,0,150,370,90,0,0,0,0,0,0,60,16687,200,16761
99169,"$100,000 under $200,000",120,0,120,0,90,310,100,0,0,0,0,0,0,60,15354,120,15792
99169,"$200,000 or more",20,0,0,0,0,60,20,0,0,0,0,0,0,0,8265,20,8265
99170,"$1 under $25,000",170,130,30,0,80,200,50,0,0,0,0,0,0,40,1808,170,1808
99170,"$25,000 under $50,000",130,60,50,40,60,260,80,0,0,0,0,0,40,40,4614,130,4703
99170,"$50,000 under $75,000",80,30,50,0,50,200,60,0,0,0,0,0,0,20,4861,80,5092
99170,"$75,000 under $100,000",50,0,40,0,40,120,30,0,0,0,0,0,0,40,4045,50,4045
99170,"$100,000 under $200,000",60,0,50,0,40,160,60,0,0,0,0,0,0,0,8491,60,8726
99170,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99171,"$1 under $25,000",150,100,30,30,90,190,40,0,0,0,0,0,0,50,1777,150,1810
99171,"$25,000 under $50,000",120,60,50,0,70,220,60,0,0,0,0,0,30,50,4307,120,4397
99171,"$50,000 under $75,000",70,40,50,0,50,180,60,0,0,0,0,0,0,50,4408,70,4550
99171,"$75,000 under $100,000",40,0,30,0,30,100,20,0,0,0,0,0,0,0,3649,40,3649
99171,"$100,000 under $200,000",60,0,50,0,50,150,50,0,0,0,0,0,0,30,8705,60,8772
99171,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99173,"$1 under $25,000",280,140,80,50,110,510,170,0,0,0,0,0,50,70,3431,280,3484
99173,"$25,000 under $50,000",170,60,80,30,70,370,120,0,0,0,0,0,30,60,5953,170,6010
99173,"$50,000 under $75,000",90,30,60,0,40,230,80,0,0,0,0,0,20,30,5467,90,5509
99173,"$75,000 under $100,000",50,0,40,0,30,120,30,0,0,0,0,0,0,30,4183,50,4243
99173,"$100,000 under $200,000",40,0,40,0,30,110,30,0,0,0,0,0,0,0,6654,40,6654
99173,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99179,"$1 under $25,000",50,30,0,0,20,60,0,0,0,0,0,0,20,0,561,50,608
99179,"$25,000 under $50,000",50,40,30,0,30,100,40,0,0,0,0,0,0,40,2063,50,2063
99179,"$50,000 under $75,000",40,0,30,0,40,110,40,0,0,0,0,0,0,0,2472,40,2498
99179,"$75,000 under $100,000",30,0,20,0,0,70,20,0,0,0,0,0,0,30,2375,30,2375
99179,"$100,000 under $200,000",40,0,30,0,30,90,20,0,0,0,0,0,0,0,4808,40,4919
99179,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99180,"$1 under $25,000",210,140,50,40,80,290,80,0,0,0,0,0,30,50,2331,210,2377
99180,"$25,000 under $50,000",120,60,50,0,50,230,60,0,0,0,0,0,30,40,4344,120,4387
99180,"$50,000 under $75,000",60,30,40,0,40,140,40,0,0,0,0,0,0,40,3980,60,4022
99180,"$75,000 under $100,000",40,0,30,0,0,100,30,0,0,0,0,0,0,0,3303,40,3303
99180,"$100,000 under $200,000",50,0,40,0,30,130,40,0,0,0,0,0,0,20,7897,50,7897
99180,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99181,"$1 under $25,000",300,170,80,40,120,510,150,0,0,0,0,0,40,100,3771,300,3848
99181,"$25,000 under $50,000",170,60,90,30,80,410,160,0,0,0,0,0,40,60,6175,170,6248
99181,"$50,000 under $75,000",110,40,80,0,80,290,100,0,0,0,0,0,0,50,6834,110,6890
99181,"$75,000 under $100,000",70,0,60,0,30,180,60,0,0,0,0,0,0,30,5545,70,5623
99181,"$100,000 under $200,000",70,0,50,0,40,160,40,0,0,0,0,0,0,40,9902,70,10017
99181,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99185,"$1 under $25,000",210,140,40,30,80,290,80,0,0,0,0,0,40,70,2351,210,2371
99185,"$25,000 under $50,000",150,60,70,30,70,290,70,0,0,0,0,0,0,70,5356,150,5461
99185,"$50,000 under $75,000",90,40,60,0,50,240,80,0,0,0,0,0,20,30,5800,90,5883
99185,"$75,000 under $100,000",60,0,50,0,40,170,50,0,0,0,0,0,0,30,5542,60,5619
99185,"$100,000 under $200,000",100,0,90,0,70,250,60,0,0,0,0,0,0,40,15842,100,16059
99185,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99201,"$1 under $25,000",2790,2160,200,400,780,3730,930,140,30,100,0,30,590,430,35655,2790,36249
99201,"$25,000 under $50,000",1480,1000,270,190,430,2350,610,60,20,40,0,0,270,230,52236,1480,53023
99201,"$50,000 under $75,000",590,310,230,40,230,1040,230,0,0,0,0,0,70,150,35961,590,36477
99201,"$75,000 under $100,000",290,120,160,30,130,540,100,0,0,0,0,0,30,90,25160,290,25537
99201,"$100,000 under $200,000",340,110,210,0,200,690,140,0,0,0,0,0,0,130,44543,340,45627
99201,"$200,000 or more",170,50,100,0,130,340,70,0,0,0,0,0,0,80,99487,170,101378
99202,"$1 under $25,000",3480,2410,400,640,1190,5330,1750,160,30,140,0,30,740,550,44602,3480,45302
99202,"$25,000 under $50,000",1990,1070,530,350,700,3910,1400,80,20,60,0,0,400,310,70769,1990,71444
99202,"$50,000 under $75,000",880,320,470,80,320,1970,620,0,0,0,0,0,130,210,53782,880,54448
99202,"$75,000 under $100,000",400,80,300,30,170,990,290,0,0,0,0,0,60,110,34573,400,35103
99202,"$100,000 under $200,000",330,60,260,0,180,830,240,0,0,0,0,0,0,110,42714,330,43419
99202,"$200,000 or more",110,30,80,0,90,260,70,0,0,0,0,0,0,50,47225,110,47976
99203,"$1 under $25,000",2770,2230,290,230,980,3000,540,120,30,90,0,0,260,720,33093,2770,33998
99203,"$25,000 under $50,000",2100,1280,500,290,810,3440,860,60,0,60,0,0,270,600,76788,2100,78183
99203,"$50,000 under $75,000",1510,680,670,140,630,2950,770,30,0,30,0,0,110,580,93665,1510,95392
99203,"$75,000 under $100,000",1170,310,760,90,560,2700,760,0,0,0,0,0,70,460,101755,1170,103307
99203,"$100,000 under $200,000",1870,250,1550,70,1010,4950,1540,0,0,0,0,0,70,720,253474,1870,257711
99203,"$200,000 or more",810,70,720,0,610,2430,900,0,0,0,0,0,0,290,326177,810,332241
99204,"$1 under $25,000",1590,1300,100,180,390,1960,390,80,20,60,0,0,260,190,21836,1590,22235
99204,"$25,000 under $50,000",1010,740,150,100,270,1430,280,0,0,0,0,0,160,140,35186,1010,35639
99204,"$50,000 under $75,000",330,170,120,50,130,590,140,0,0,0,0,0,30,100,20236,330,20547
99204,"$75,000 under $100,000",170,50,120,0,90,390,100,0,0,0,0,0,20,50,15000,170,15230
99204,"$100,000 under $200,000",220,50,180,0,130,560,160,0,0,0,0,0,0,90,30045,220,30681
99204,"$200,000 or more",80,0,70,0,70,220,70,0,0,0,0,0,0,30,43490,80,44371
99205,"$1 under $25,000",7640,5370,870,1320,2340,10830,3060,290,110,180,50,70,1390,1580,100454,7640,101837
99205,"$25,000 under $50,000",6160,3310,1590,1160,1940,11330,3580,140,70,80,0,30,1170,1150,223368,6160,225704
99205,"$50,000 under $75,000",3310,1150,1820,310,1190,7350,2220,60,20,40,0,0,430,760,201745,3310,203631
99205,"$75,000 under $100,000",1620,300,1220,90,650,3950,1120,0,0,0,0,0,170,430,138828,1620,140323
99205,"$100,000 under $200,000",1100,140,930,40,510,2860,840,0,0,0,0,0,70,310,137782,1100,139187
99205,"$200,000 or more",100,0,70,0,70,230,60,0,0,0,0,0,0,30,31016,100,31645
99206,"$1 under $25,000",6130,4290,780,1020,2010,8510,2480,190,30,160,0,50,1010,1180,79288,6130,80550
99206,"$25,000 under $50,000",4320,2200,1290,760,1570,8330,2730,80,0,80,0,0,720,930,156456,4320,158260
99206,"$50,000 under $75,000",2520,810,1430,240,1000,5720,1770,30,0,30,0,0,310,720,154723,2520,156302
99206,"$75,000 under $100,000",1650,240,1330,80,720,4420,1430,0,0,0,0,0,160,500,143253,1650,144682
99206,"$100,000 under $200,000",1730,150,1540,50,830,4850,1580,0,0,0,0,0,80,530,225790,1730,228135
99206,"$200,000 or more",350,30,310,0,260,1030,370,0,0,0,0,0,0,110,134225,350,137173
99207,"$1 under $25,000",6230,3990,800,1380,2020,10030,3460,280,70,220,30,90,1460,930,81503,6230,82342
99207,"$25,000 under $50,000",4190,2020,1150,990,1460,8530,3190,140,40,110,0,40,970,600,148381,4190,149517
99207,"$50,000 under $75,000",1460,480,830,140,560,3430,1140,20,0,20,0,0,220,310,88339,1460,89116
99207,"$75,000 under $100,000",560,100,430,30,220,1430,440,0,0,0,0,0,70,150,47806,560,48196
99207,"$100,000 under $200,000",320,60,280,0,190,770,210,0,0,0,0,0,20,130,39349,320,39912
99207,"$200,000 or more",30,0,0,0,0,60,0,0,0,0,0,0,0,0,11497,30,11497
99208,"$1 under $25,000",8010,5820,1030,1090,2560,10290,2680,280,70,210,40,60,1150,1750,99370,8010,100923
99208,"$25,000 under $50,000",5390,2720,1630,940,2020,10360,3360,160,60,100,0,30,830,1330,194191,5390,196649
99208,"$50,000 under $75,000",3260,1000,1920,290,1380,7520,2340,40,0,40,0,0,320,1120,202047,3260,204563
99208,"$75,000 under $100,000",2500,330,2010,130,1110,6700,2190,0,0,0,0,0,190,880,217310,2500,219897
99208,"$100,000 under $200,000",3420,240,3080,110,1640,9950,3440,0,0,0,0,0,130,1110,453641,3420,459222
99208,"$200,000 or more",800,60,720,0,580,2350,830,0,0,0,0,0,0,270,320749,800,328061
99212,"$1 under $25,000",3320,2330,430,520,1130,4560,1200,90,0,90,0,30,520,760,43616,3320,44309
99212,"$25,000 under $50,000",2650,1430,730,460,990,4920,1540,70,0,70,0,0,470,590,95332,2650,96337
99212,"$50,000 under $75,000",1420,500,790,120,610,3130,920,0,0,0,0,0,190,430,87260,1420,88216
99212,"$75,000 under $100,000",800,140,620,30,370,1930,520,0,0,0,0,0,90,260,69114,800,69832
99212,"$100,000 under $200,000",840,110,710,30,430,2180,630,0,0,0,0,0,50,300,108977,840,110360
99212,"$200,000 or more",200,30,160,0,150,490,140,0,0,0,0,0,0,80,99078,200,100769
99216,"$1 under $25,000",4530,3180,570,730,1330,6340,1710,120,0,120,0,40,770,940,60767,4530,61625
99216,"$25,000 under $50,000",3430,1820,930,630,1200,6350,2000,70,0,70,0,0,620,700,122662,3430,123759
99216,"$50,000 under $75,000",1700,520,1000,150,700,3940,1240,30,0,30,0,0,190,480,104209,1700,105341
99216,"$75,000 under $100,000",1040,160,830,60,470,2670,800,0,0,0,0,0,80,310,89796,1040,90633
99216,"$100,000 under $200,000",850,100,750,0,390,2310,710,0,0,0,0,0,50,270,108124,850,109178
99216,"$200,000 or more",90,0,70,0,80,220,70,0,0,0,0,0,0,40,38023,90,39557
99217,"$1 under $25,000",2980,2030,480,450,1050,4380,1290,130,40,90,0,40,510,610,38612,2980,39242
99217,"$25,000 under $50,000",2260,1090,770,370,870,4540,1520,60,0,60,0,0,390,460,81799,2260,82627
99217,"$50,000 under $75,000",1170,350,700,100,490,2780,920,20,0,20,0,0,130,310,71411,1170,72347
99217,"$75,000 under $100,000",620,100,480,50,250,1560,460,0,0,0,0,0,50,170,53625,620,54028
99217,"$100,000 under $200,000",680,60,600,0,360,1890,610,0,0,0,0,0,30,180,88850,680,90064
99217,"$200,000 or more",180,20,160,0,140,490,150,0,0,0,0,0,0,60,70596,180,72313
99218,"$1 under $25,000",2370,1790,280,280,680,2900,770,90,30,60,0,0,310,480,28535,2370,28980
99218,"$25,000 under $50,000",1310,630,430,230,490,2590,850,30,0,30,0,0,210,360,47498,1310,48066
99218,"$50,000 under $75,000",820,260,490,60,390,1880,580,0,0,0,0,0,60,330,50716,820,51363
99218,"$75,000 under $100,000",660,110,510,50,320,1720,550,0,0,0,0,0,40,250,57251,660,57882
99218,"$100,000 under $200,000",870,90,780,0,450,2500,850,0,0,0,0,0,40,340,117230,870,118980
99218,"$200,000 or more",200,0,180,0,160,590,210,0,0,0,0,0,0,70,74413,200,75863
99223,"$1 under $25,000",4750,3650,540,500,1620,5560,1280,180,20,160,0,0,520,1080,57414,4750,58697
99223,"$25,000 under $50,000",3220,1820,880,460,1230,5690,1610,90,0,90,0,0,420,820,116855,3220,119020
99223,"$50,000 under $75,000",2070,840,980,220,890,4340,1290,40,0,40,0,0,200,730,127979,2070,129760
99223,"$75,000 under $100,000",1470,330,1040,90,700,3520,1020,0,0,0,0,0,100,580,127344,1470,128923
99223,"$100,000 under $200,000",2440,280,2060,80,1340,6580,2080,0,0,0,0,0,90,960,330868,2440,335928
99223,"$200,000 or more",1060,70,960,30,830,3170,1150,0,0,0,0,0,0,390,497178,1060,505346
99224,"$1 under $25,000",2870,2160,390,280,930,3600,740,130,60,70,30,0,390,610,36526,2870,37206
99224,"$25,000 under $50,000",2190,1220,650,280,740,3870,1030,40,0,40,0,0,350,520,78275,2190,79426
99224,"$50,000 under $75,000",1360,490,760,100,590,2910,800,30,0,30,0,0,160,440,83823,1360,84905
99224,"$75,000 under $100,000",910,180,680,30,410,2200,620,0,0,0,0,0,60,320,77845,910,78693
99224,"$100,000 under $200,000",1450,150,1250,50,740,3930,1230,0,0,0,0,0,70,460,197082,1450,199474
99224,"$200,000 or more",530,50,480,0,370,1510,500,0,0,0,0,0,0,170,226109,530,230441
99301,"$1 under $25,000",11690,6790,1320,3500,5660,20790,9390,260,0,260,0,100,1660,1370,161667,11690,163184
99301,"$25,000 under $50,000",9010,2910,3020,2990,4770,25560,13540,130,0,130,0,70,1340,1150,321382,9010,323894
99301,"$50,000 under $75,000",4620,1110,2880,580,2440,14130,6630,40,0,40,0,0,560,850,283041,4620,285219
99301,"$75,000 under $100,000",2730,390,2120,200,1360,8260,3410,20,0,20,0,0,260,590,236318,2730,238484
99301,"$100,000 under $200,000",3030,260,2670,100,1640,9080,3390,0,0,0,0,0,200,790,395107,3030,399795
99301,"$200,000 or more",520,40,470,0,430,1420,440,0,0,0,0,0,0,220,239835,520,245832
99320,"$1 under $25,000",1340,840,220,270,550,2100,750,40,0,40,0,0,180,260,17064,1340,17348
99320,"$25,000 under $50,000",900,360,290,230,440,2110,910,40,0,40,0,0,170,220,32941,900,33187
99320,"$50,000 under $75,000",690,210,410,70,340,1720,620,0,0,0,0,0,90,180,42382,690,42795
99320,"$75,000 under $100,000",450,70,350,40,230,1150,350,0,0,0,0,0,40,150,38943,450,39370
99320,"$100,000 under $200,000",570,60,500,0,310,1510,440,0,0,0,0,0,20,190,74695,570,75393
99320,"$200,000 or more",80,0,70,0,60,210,60,0,0,0,0,0,0,30,29740,80,30587
99321,"$1 under $25,000",280,130,30,130,130,730,440,0,0,0,0,0,40,30,4260,280,4272
99321,"$25,000 under $50,000",190,30,90,70,110,780,500,0,0,0,0,0,60,0,6630,190,6630
99321,"$50,000 under $75,000",50,0,40,0,40,240,140,0,0,0,0,0,0,0,3491,50,3491
99321,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99321,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99321,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99322,"$1 under $25,000",30,40,20,0,30,40,0,0,0,0,0,0,0,0,349,30,349
99322,"$25,000 under $50,000",30,0,0,0,0,50,0,0,0,0,0,0,0,0,968,30,968
99322,"$50,000 under $75,000",30,0,20,0,20,70,40,0,0,0,0,0,0,50,2537,30,2606
99322,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99322,"$100,000 under $200,000",20,0,30,0,20,60,0,0,0,0,0,0,0,0,3535,20,3535
99322,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99323,"$1 under $25,000",560,380,80,90,200,750,230,30,0,30,0,0,70,120,6852,560,6955
99323,"$25,000 under $50,000",360,150,130,70,170,800,310,0,0,0,0,0,60,90,12982,360,13092
99323,"$50,000 under $75,000",260,70,150,50,150,610,200,0,0,0,0,0,30,80,16085,260,16200
99323,"$75,000 under $100,000",200,40,170,0,100,570,200,0,0,0,0,0,30,60,17631,200,17772
